READ_PHONE_STATE	SECONDARY_MARKET	5	GAME_ENGINE	5	DEVELOPMENT_AID	3	PAYMENT	9
ACCESS_FINE_LOCATION	SECONDARY_MARKET	4	SOCIAL_GAMING	6	DEVELOPMENT_AID	5	SNS	3
GET_ACCOUNTS	SECONDARY_MARKET	5	DEVELOPMENT_AID	1
READ_CONTACTS	SECONDARY_MARKET	2	SOCIAL_GAMING	2	SNS	2	DEVELOPMENT_AID	2
CAMERA	SOCIAL_GAMING	2	GAME_ENGINE	5	DEVELOPMENT_AID	5
RECORD_AUDIO	GAME_ENGINE	3	DEVELOPMENT_AID	3	SOCIAL_GAMING	2
ACCESS_COARSE_LOCATION	SNS	2	UTILITY	2	SOCIAL_GAMING	2	PAYMENT	2
AUTHENTICATE_ACCOUNTS	UTILITY	3	SNS	2	INTERNAL	1
SEND_SMS	UTILITY	2	PAYMENT	6	SNS	2	SOCIAL_GAMING	2	SECONDARY_MARKET	2	GAME_ENGINE	2	TARGETED_ADS	3	DEVELOPMENT_AID	2
BLUETOOTH	UTILITY	2	MOBILE_ANALYTICS	2	TARGETED_ADS	2	GAME_ENGINE	2	SOCIAL_GAMING	2	DEVELOPMENT_AID	1
MANAGE_ACCOUNTS	SNS	3	UTILITY	1	INTERNAL	6

